iter	RMSE
0	0.371756507
1	0.2921253112
2	0.237891065
3	0.1979664329
4	0.1706813739
5	0.1516278234
6	0.1382900654
7	0.1293655264
8	0.122884007
9	0.1184185467
10	0.1154582418
11	0.112822491
12	0.1107489377
13	0.1092006191
14	0.1078854102
15	0.1063006548
16	0.1054062241
17	0.1045612427
18	0.1038269857
19	0.1030233095
20	0.1024531502
21	0.1018565157
22	0.1014535233
23	0.1011524007
24	0.1002063468
25	0.0998896082
26	0.09971214934
27	0.09928610777
28	0.09912115838
29	0.09871213368
30	0.0984907655
31	0.09813399393
32	0.09759696501
33	0.0973403676
34	0.09707741334
35	0.09665715093
36	0.09626205724
37	0.09613078537
38	0.09569829169
39	0.09545179692
40	0.09535113976
41	0.09505212194
42	0.09461582043
43	0.09435582534
44	0.09376520112
45	0.09344803903
46	0.09326207689
47	0.09287602658
48	0.09253427749
49	0.09220207068
50	0.0920518559
51	0.09184528955
52	0.0916297742
53	0.09149289628
54	0.09142923782
55	0.09127847078
56	0.09102620265
57	0.09083567592
58	0.09070950047
59	0.09056701203
60	0.09037732281
61	0.09033241846
62	0.09007356457
63	0.09002198868
64	0.08983211954
65	0.08979554666
66	0.08960316464
67	0.08938982344
68	0.08915541554
69	0.0889144068
70	0.08866450884
71	0.08859344233
72	0.0884582856
73	0.08828896863
74	0.0881545805
75	0.08802122759
76	0.08795208615
77	0.0878910826
78	0.08764442093
79	0.08744162884
80	0.08728772361
81	0.08695180498
82	0.08671746695
83	0.08659019998
84	0.08649787719
85	0.08636450189
86	0.08623722222
87	0.08616606889
88	0.08587882051
89	0.08569573529
90	0.0856284816
91	0.08553789239
92	0.08548293481
93	0.08535779786
94	0.08523652554
95	0.08520655495
96	0.08514940926
97	0.08500535086
98	0.08489741036
99	0.08469850283
100	0.08467140518
101	0.08462890441
102	0.08457184221
103	0.08445627459
104	0.08436353321
105	0.08433909361
106	0.0842141238
107	0.08413864171
108	0.08402266968
109	0.08386404291
110	0.08374543883
111	0.08367074583
112	0.08355485393
113	0.08354152239
114	0.08349462891
115	0.08338046474
116	0.08330049258
117	0.08326281987
118	0.08314445277
119	0.08311836056
120	0.0829849046
121	0.08280638578
122	0.08267664291
123	0.08264499757
124	0.08255651667
125	0.08251918973
126	0.08244829623
127	0.08236141212
128	0.08224748936
129	0.08212653619
130	0.08208497333
131	0.08192762165
132	0.08183912436
133	0.0817463404
134	0.08167656057
135	0.08153923355
136	0.08141406082
137	0.0813435183
138	0.08130099811
139	0.08128640743
140	0.08114937654
141	0.08104347144
142	0.08094151438
143	0.08084892387
144	0.08079189263
145	0.08073418877
146	0.08059786568
147	0.08043283293
148	0.08038576039
149	0.08033305017
150	0.08028298089
151	0.0802641336
152	0.08026261142
153	0.08019082532
154	0.08013716071
155	0.08010747014
156	0.08000271408
157	0.07999730617
158	0.07990196479
159	0.07986903789
160	0.07984002449
161	0.07978398177
162	0.07970003478
163	0.07964228193
164	0.07961605875
165	0.07952155251
166	0.0794404991
167	0.07941767305
168	0.07935779404
169	0.07926409678
170	0.07918274211
171	0.0790436058
172	0.0789621085
173	0.0788618387
174	0.07879796201
175	0.07873863704
176	0.07868505993
177	0.07865634925
178	0.0786498499
179	0.07860135382
180	0.07856749862
181	0.07844239001
182	0.07843732258
183	0.07838337229
184	0.07833083931
185	0.07829502667
186	0.07825013813
187	0.07816788771
188	0.07806302121
189	0.07802093339
190	0.07797262728
191	0.07794343218
192	0.07788906273
193	0.07782300689
194	0.07780693857
195	0.07775031864
196	0.07767131831
197	0.07754614417
198	0.07747416897
199	0.07744310583
200	0.07738545575
201	0.07738195427
202	0.07737489224
203	0.07735936416
204	0.07729338415
205	0.07720211506
206	0.07716287045
207	0.07709342436
208	0.07705884252
209	0.07703695288
210	0.07702424288
211	0.07700469905
212	0.07696286178
213	0.07695607083
214	0.07689354722
215	0.07688554441
216	0.07684982258
217	0.07679666536
218	0.07673570579
219	0.07670392243
220	0.07663296817
221	0.07658186481
222	0.07652791209
223	0.07645102934
224	0.07635242676
225	0.07612570388
226	0.07611420268
227	0.07605960701
228	0.07599570335
229	0.07593958913
230	0.07593648128
231	0.07587321455
232	0.07582359086
233	0.07578283507
234	0.07575550087
235	0.07569328623
236	0.07563604794
237	0.07560245692
238	0.07554166952
239	0.07547321678
240	0.07546216505
241	0.07540595909
242	0.07537297795
243	0.0753481144
244	0.07516920246
245	0.07514223667
246	0.07503289086
247	0.0749897758
248	0.07498950871
249	0.07495120045
250	0.07490552675
251	0.07489483176
252	0.07485596044
253	0.0747335761
254	0.07464357083
255	0.07459087878
256	0.07454392009
257	0.07453558965
258	0.07444081183
259	0.07438351765
260	0.07436814181
261	0.07429825113
262	0.07425126347
263	0.07421992705
264	0.07420579561
265	0.07415933747
266	0.07412556871
267	0.07400650594
268	0.07399069965
269	0.07396766919
270	0.07394502562
271	0.07392241172
272	0.07387061489
273	0.07385803506
274	0.0738363284
275	0.07379707584
276	0.07378688373
277	0.07376992813
278	0.07374764038
279	0.0736862485
280	0.0736305357
281	0.07358463552
282	0.07356134161
283	0.07351485927
284	0.07346651342
285	0.07340290232
286	0.07338803566
287	0.07334588338
288	0.0733407337
289	0.07332955203
290	0.07329684333
291	0.07326415999
292	0.07320810593
293	0.07316677119
294	0.07315327648
295	0.07311707269
296	0.07310577584
297	0.07308406329
298	0.07308359461
299	0.07306889444
300	0.07305428642
301	0.07303554371
302	0.07299188601
303	0.07295951414
304	0.07293725229
305	0.07292054703
306	0.07289978646
307	0.07286714435
308	0.07284401351
309	0.0728140053
310	0.07271479191
311	0.07269000922
312	0.07263167154
313	0.07259141787
314	0.07256265645
315	0.0725292612
316	0.07247370943
317	0.07244439835
318	0.07243705994
319	0.07242806766
320	0.07241145139
321	0.07238881943
322	0.07238116868
323	0.07234653312
324	0.07232995598
325	0.07230681371
326	0.07229503659
327	0.07227121401
328	0.07223197372
329	0.07222243509
330	0.07220994638
331	0.07216724331
332	0.07210523955
333	0.0720717639
334	0.07202459416
335	0.0720212033
336	0.07200653823
337	0.07193513285
338	0.0719024743
339	0.07175656564
340	0.07173727344
341	0.07170448652
342	0.07166775486
343	0.07164957286
344	0.07159504415
345	0.07154829423
346	0.07153591315
347	0.07146893602
348	0.07145031281
349	0.07142709709
350	0.07135085659
351	0.07127522676
352	0.07124082772
353	0.07113017932
354	0.0710705807
355	0.07102924606
356	0.07100018026
357	0.07099345489
358	0.07095577224
359	0.07095510469
360	0.07093174678
361	0.07079925617
362	0.07072170597
363	0.07070974847
364	0.07067823422
365	0.07063711019
366	0.0706223406
367	0.07056638686
368	0.07052839316
369	0.07050537587
370	0.07049821764
371	0.07048890852
372	0.07047326399
373	0.07047303282
374	0.07044415681
375	0.07041798586
376	0.07041075814
377	0.07037540628
378	0.07036745471
379	0.07034743662
380	0.07029740163
381	0.07025519888
382	0.07022162319
383	0.07020091938
384	0.07019607725
385	0.0701855882
386	0.07013058472
387	0.07011567595
388	0.0700884353
389	0.07005453737
390	0.0700343537
391	0.07000270763
392	0.06991799976
393	0.06989359015
394	0.06985115585
395	0.06983339859
396	0.06971916081
397	0.06970633212
398	0.06966668712
399	0.06964261299
400	0.06964187362
401	0.06962656971
402	0.06961124989
403	0.0695912876
404	0.06956286176
405	0.06954179908
406	0.06951580237
407	0.06947624682
408	0.06947225123
409	0.06945441134
410	0.0693955765
411	0.06937334083
412	0.06936180991
413	0.06931957171
414	0.0692786818
415	0.06924651021
416	0.06921319853
417	0.06919420628
418	0.06918199011
419	0.06916795009
420	0.06913413786
421	0.06911274492
422	0.06910271544
423	0.06906571288
424	0.06906389773
425	0.06903940206
426	0.06903838094
427	0.06903088313
428	0.06899287809
429	0.06898411961
430	0.06892009971
431	0.068894102
432	0.06885897426
433	0.06883030344
434	0.06881073516
435	0.0688092186
436	0.06880741064
437	0.068804963
438	0.06878242235
439	0.06875221187
440	0.06873983489
441	0.06870725389
442	0.06870645274
443	0.06870411929
444	0.06868521144
445	0.06865575608
446	0.06865128764
447	0.06864025691
448	0.06863788337
449	0.06863262126
450	0.0686257387
451	0.06861101856
452	0.06858314897
453	0.06852893359
454	0.06852614145
455	0.06847375563
456	0.06846215022
457	0.06844054772
458	0.0684171409
459	0.0684143154
460	0.06836541835
461	0.06836150258
462	0.06833897475
463	0.0683369936
464	0.06831175554
465	0.06830180202
466	0.06825715704
467	0.06825557436
468	0.06825444911
469	0.06825166263
470	0.06822689283
471	0.06820339389
472	0.0681837088
473	0.0681520788
474	0.06813171944
475	0.06809269752
476	0.0680653974
477	0.06799403255
478	0.06797629444
479	0.06793861651
480	0.06791496443
481	0.06789305653
482	0.06785609817
483	0.06782522438
484	0.06780968068
485	0.06780931179
486	0.06776453504
487	0.06773364215
488	0.06772028103
489	0.06771113546
490	0.06768458967
491	0.06767596252
492	0.06767063454
493	0.06767045143
494	0.06765451257
495	0.06764434137
496	0.06763940648
497	0.06761886171
498	0.06761738959
499	0.06758680563
500	0.06756920434
501	0.06754477079
502	0.06753904424
503	0.06752909404
504	0.06752690338
505	0.06750421268
506	0.06746969246
507	0.06745429819
508	0.06744034283
509	0.06743903423
510	0.06743606612
511	0.06740572439
512	0.06738052515
513	0.06737047351
514	0.06736143083
515	0.06732493453
516	0.06730524034
517	0.0673012555
518	0.06729456788
519	0.06729044462
520	0.06727653537
521	0.06724154241
522	0.06723983899
523	0.06723365724
524	0.06721087519
525	0.06720430522
526	0.06717411415
527	0.06716506208
528	0.06713281295
529	0.06712736396
530	0.06706713457
531	0.06704066025
532	0.06702806699
533	0.06699395936
534	0.06697606556
535	0.06696633462
536	0.06695062239
537	0.06691469713
538	0.06691348084
539	0.06691039169
540	0.06689184073
541	0.0668766096
542	0.06687570163
543	0.06685405454
544	0.06667874207
545	0.06666022724
546	0.0666528326
547	0.06661897863
548	0.06661460403
549	0.06659528112
550	0.06658706403
551	0.06657761545
552	0.06656713042
553	0.06655069957
554	0.0665309189
555	0.06651895765
556	0.06650638167
557	0.06648868268
558	0.06647297691
559	0.06644419999
560	0.06643280293
561	0.06643271627
562	0.06642043173
563	0.066358499
564	0.06635755478
565	0.0663405441
566	0.06632787745
567	0.06631216989
568	0.06628823892
569	0.06625260527
570	0.06620386115
571	0.06620340528
572	0.06619315215
573	0.06619263517
574	0.06619013751
575	0.0661725477
576	0.06607487949
577	0.06605176864
578	0.0660183721
579	0.06599092757
580	0.06597175167
581	0.06596475075
582	0.06595445075
583	0.06590930459
584	0.06589470096
585	0.06587521226
586	0.06586324908
587	0.0658459683
588	0.0658385061
589	0.06578849718
590	0.06577413672
591	0.06576499936
592	0.06572853899
593	0.06571744179
594	0.06565531904
595	0.06563435019
596	0.06561316437
597	0.06559559104
598	0.06558421629
599	0.06555514105
600	0.06555398645
601	0.06554811234
602	0.06552263918
603	0.06549997757
604	0.06549093235
605	0.06544803131
606	0.06544620252
607	0.06543708526
608	0.06542821111
609	0.06539437985
610	0.0653866425
611	0.06538534282
612	0.06538402419
613	0.06538217286
614	0.0653746888
615	0.06535678419
616	0.06534047399
617	0.06533746607
618	0.06531617712
619	0.06530054334
620	0.06529618905
621	0.06529239795
622	0.06529064941
623	0.0652716663
624	0.06527096391
625	0.06527070726
626	0.06526357266
627	0.06525570088
628	0.06524008205
629	0.06523649797
630	0.06522735705
631	0.06521128998
632	0.06518529732
633	0.06518445147
634	0.06516250958
635	0.06514857205
636	0.0651390706
637	0.06512730097
638	0.06510862126
639	0.06509093896
640	0.06507293779
641	0.06507003685
642	0.06503306578
643	0.06503004586
644	0.06502922666
645	0.06501817356
646	0.06501766537
647	0.06501154635
648	0.06501045889
649	0.06500945995
