iter	RMSE
0	3.784159093
1	2.392226908
2	1.528741196
3	0.9787888933
4	0.6330962631
5	0.4155511571
6	0.2847272739
7	0.2084257273
8	0.1636733624
9	0.139784988
10	0.1280603862
11	0.1220151383
12	0.1173268877
13	0.1149473559
14	0.1114836611
15	0.1102718746
16	0.10928221
17	0.1075561189
18	0.1074579944
19	0.1055260472
20	0.1052833805
21	0.1042510107
22	0.1040259059
23	0.1017656626
24	0.1017430843
25	0.1005315954
26	0.09934968483
27	0.09797762706
28	0.09717174052
29	0.09699345153
30	0.09639687676
31	0.09633764062
32	0.09575358726
33	0.0954231647
34	0.09476146372
35	0.09476013565
36	0.09472870928
37	0.09392844057
38	0.09349545398
39	0.09244608764
40	0.09240209902
41	0.09149745153
42	0.0907718177
43	0.08988524602
44	0.08902388745
45	0.08874157349
46	0.08769902166
47	0.08769002216
48	0.08750521804
49	0.08748942529
50	0.08720674888
51	0.08703436662
52	0.0865931576
53	0.08655182294
54	0.08607508225
55	0.08566778008
56	0.08495317812
57	0.08494065822
58	0.08483930881
59	0.08414643286
60	0.08413475622
61	0.08404977953
62	0.08368208584
63	0.08343845453
64	0.08298695995
65	0.08295416229
66	0.08295182793
67	0.08260176093
68	0.08205949332
69	0.08191308112
70	0.0815518898
71	0.08154507964
72	0.0815390561
73	0.08151396174
74	0.08150218135
75	0.08123461337
76	0.08121594345
77	0.08115611128
78	0.080998705
79	0.08006303279
80	0.08003681394
81	0.07982992871
82	0.0797962033
83	0.07977848496
84	0.07964193229
85	0.07950096535
86	0.07920645208
87	0.07917566973
88	0.07916775194
89	0.0791487753
90	0.07914573834
91	0.07912970073
92	0.07911726292
93	0.07906361772
94	0.0790475009
95	0.0790161489
96	0.07900555875
97	0.0788377109
98	0.07880305428
99	0.07880223505
100	0.07847277918
101	0.07843063418
102	0.07840583172
103	0.0783988048
104	0.07837895159
105	0.07824067689
106	0.07823205173
107	0.07822716304
108	0.07821355056
109	0.0782100712
110	0.07769145797
111	0.07768861198
112	0.07763673112
113	0.07735762094
114	0.07735575322
115	0.07707540758
116	0.07707272406
117	0.07706355806
118	0.07704186026
119	0.07702915999
120	0.077023385
121	0.07701777019
122	0.0769661431
123	0.07696139426
124	0.07650766794
125	0.0764889091
126	0.07645425465
127	0.07644313005
128	0.07619516249
129	0.07618517724
130	0.07614286938
131	0.07596764121
132	0.07570351396
133	0.07565016053
134	0.07557016322
135	0.07555721223
136	0.07555461644
137	0.07552161575
138	0.07527372561
139	0.07526742916
140	0.07526540782
141	0.07519636781
142	0.07511528758
143	0.07509561805
144	0.07506276036
145	0.07504473089
146	0.07502200196
147	0.07501658419
148	0.07499227338
149	0.07478631103
150	0.07476558588
151	0.07470441569
152	0.07469120256
153	0.07464040036
154	0.07456915363
155	0.07449681069
156	0.07449345144
157	0.0744698705
158	0.0744672596
159	0.07422618314
160	0.07404982014
161	0.07352050745
162	0.07351750125
163	0.07350941952
164	0.07350441143
165	0.0734962599
166	0.07340468068
167	0.07339958507
168	0.07323040177
169	0.07306384101
170	0.07305986996
171	0.07304598188
172	0.07303542496
173	0.07302570004
174	0.07296520661
175	0.07294277089
176	0.07278327489
177	0.07277311749
178	0.0727700078
179	0.07273441521
180	0.0727288239
181	0.07271436816
182	0.0726702915
183	0.07266031659
184	0.07265698559
185	0.072565253
186	0.07256236745
187	0.07255310895
188	0.07235324079
189	0.07233222211
190	0.07232268112
191	0.07232193728
192	0.07231716399
193	0.07230932864
194	0.07228691727
195	0.07227495545
196	0.07226299649
197	0.07220195535
198	0.07198886914
199	0.07173665306
200	0.07142833735
201	0.07138795972
202	0.07133207178
203	0.07126947233
204	0.07126147112
205	0.07125820098
206	0.07125753545
207	0.07125686087
208	0.07125292719
209	0.07125077943
210	0.07125048769
211	0.07124817688
212	0.07124725667
213	0.07124133365
214	0.07123650513
215	0.07123617592
216	0.07122980833
217	0.07122933254
218	0.07122902893
219	0.07122792011
220	0.07122183644
221	0.07121584549
222	0.07121569614
223	0.07120752301
224	0.07088066045
225	0.07081571804
226	0.07081532937
227	0.07081327606
228	0.07080947316
229	0.07079565575
230	0.0707807625
231	0.0707677233
232	0.07076370346
233	0.07064453642
234	0.07064296029
235	0.07064134246
236	0.07063967862
237	0.07063504057
238	0.07061343408
239	0.07057263148
240	0.070550786
241	0.07044554247
242	0.07043619902
243	0.07042609966
244	0.07018363785
245	0.07017650991
246	0.07007086576
247	0.07005663078
248	0.07004281065
249	0.07004234179
250	0.06986379443
251	0.06986294871
252	0.06985775327
253	0.0697529909
254	0.0697504918
255	0.06968365492
256	0.06968332472
257	0.06967884511
258	0.06959922593
259	0.0695982209
260	0.06959643773
261	0.06954980756
262	0.06953836771
263	0.06953591707
264	0.06952930887
265	0.06952424082
266	0.06952126518
267	0.06951681538
268	0.06940064075
269	0.06939858833
270	0.06939801507
271	0.06939638721
272	0.06939317465
273	0.06936192117
274	0.06933414854
275	0.06933152394
276	0.06925337741
277	0.06922831687
278	0.0692269573
279	0.06922332126
280	0.0692088368
281	0.06920176351
282	0.0692000912
283	0.06919366885
284	0.06919157724
285	0.06919148368
286	0.06918961925
287	0.06918645336
288	0.06918060677
289	0.06918026656
290	0.06917459027
291	0.06916598004
292	0.06902754701
293	0.06902695269
294	0.06900605421
295	0.06895392402
296	0.06885599573
297	0.06885496283
298	0.06880385717
299	0.06880252046
300	0.06879744039
301	0.06878899077
302	0.06871358286
303	0.06870448212
304	0.06870379694
305	0.06857539175
