iter	RMSE
0	3.782879551
1	2.400287837
2	1.526923766
3	0.9787251581
4	0.6316270026
5	0.4156761995
6	0.2867969002
7	0.2119008116
8	0.1700233754
9	0.1473689857
10	0.1343650526
11	0.1255549157
12	0.1198573729
13	0.1161744313
14	0.1142720505
15	0.1132373761
16	0.1121241326
17	0.1107668018
18	0.1092877017
19	0.1091583203
20	0.1069444677
21	0.1051177983
22	0.1050403883
23	0.1039168137
24	0.1028103208
25	0.1023326828
26	0.1008083228
27	0.0998998134
28	0.09970062623
29	0.09963397834
30	0.09902123404
31	0.09898774112
32	0.09798669615
33	0.09797186937
34	0.09794709977
35	0.09648430716
36	0.09646106449
37	0.09523306774
38	0.09486841535
39	0.09318894514
40	0.09303414499
41	0.09299602665
42	0.09233494849
43	0.09231228602
44	0.09229908756
45	0.09227992126
46	0.09183872301
47	0.09155590467
48	0.09153667228
49	0.09072101397
50	0.09012615272
51	0.09010326667
52	0.09008631145
53	0.0895357445
54	0.08908107343
55	0.0889933023
56	0.08898951609
57	0.08880611383
58	0.08872790911
59	0.08871091044
60	0.088218313
61	0.08767218706
62	0.08764162678
63	0.08704592966
64	0.08656897196
65	0.08615197576
66	0.08613688665
67	0.08612018441
68	0.0861110181
69	0.08551482481
70	0.08550700009
71	0.08464308212
72	0.08459297378
73	0.08411701655
74	0.08385732577
75	0.08377332195
76	0.08376303632
77	0.08346067181
78	0.08345780166
79	0.08343769137
80	0.08341834289
81	0.08330880342
82	0.08322296162
83	0.08305634305
84	0.0830041745
85	0.08300183518
86	0.08296431415
87	0.08293855477
88	0.08256801827
89	0.08230956895
90	0.08220327444
91	0.08207590678
92	0.08182206803
93	0.08168393983
94	0.08166075588
95	0.08149027725
96	0.08148135735
97	0.08145632587
98	0.08143656634
99	0.08137352372
100	0.0813709762
101	0.08102671818
102	0.08100976366
103	0.08083023913
104	0.08057272224
105	0.08057115447
106	0.08055211253
107	0.08053673221
108	0.08050207577
109	0.08049419124
110	0.08048749509
111	0.08048386903
112	0.08044180538
113	0.08044109044
114	0.08042558027
115	0.08015102667
116	0.07947265702
117	0.07946270955
118	0.07937572293
119	0.0793608921
120	0.07934646267
121	0.07930375134
122	0.07926790637
123	0.07925838865
124	0.07924348492
125	0.07923991655
126	0.07920443209
127	0.07919419077
128	0.07896873807
129	0.07883861282
130	0.07883006719
131	0.07882795791
132	0.07882759649
133	0.07864492824
134	0.07862989006
135	0.07861354805
136	0.07840240124
137	0.078312065
138	0.07829798497
139	0.07827026851
140	0.07801894095
141	0.07793543516
142	0.07783073994
143	0.07782828825
144	0.07771104722
145	0.07769467096
146	0.07768921442
147	0.07741124879
148	0.07739701221
149	0.07721362585
150	0.07720016413
151	0.07719078219
152	0.07717154851
153	0.07716570781
154	0.07715341257
155	0.07709155275
156	0.07704020946
157	0.07701879915
158	0.07698140646
159	0.07696992561
160	0.07696873655
161	0.07694795079
162	0.07694127165
163	0.07692061924
164	0.07665508548
165	0.07655581398
166	0.07654598751
167	0.07649420853
168	0.0764886974
169	0.07647967977
170	0.07627848563
171	0.0759636546
172	0.07594866038
173	0.07587086561
174	0.07586525787
175	0.07586318282
176	0.0758593161
177	0.07563661186
178	0.07560192791
179	0.07558936412
180	0.07558744705
181	0.07549631097
182	0.07546088789
183	0.07545694036
184	0.07532671593
185	0.07530773959
186	0.07529707014
187	0.07527755414
188	0.07527495382
189	0.07512568277
190	0.07497254647
191	0.07496167113
192	0.07484264135
193	0.07482938602
194	0.07481425818
195	0.07473515764
196	0.07473374964
197	0.07471962361
198	0.07471258637
199	0.074494897
200	0.07448399028
201	0.07447113991
202	0.07433825219
203	0.07432570316
204	0.0742974154
205	0.07426755664
206	0.07425702637
207	0.07424730146
208	0.07424251179
209	0.07418022262
210	0.0741683641
211	0.0741593357
212	0.07415697889
213	0.07415093211
214	0.07414658144
215	0.0739384622
216	0.07392675846
217	0.07390182215
218	0.0738973009
219	0.07372338468
220	0.07365564269
221	0.07364589987
222	0.07357164169
223	0.0735658242
224	0.07351333805
225	0.07349624511
226	0.07348479304
227	0.07348222299
228	0.07347937006
229	0.07347656788
230	0.07343011832
231	0.07342812696
232	0.07322609958
233	0.07322538792
234	0.07322261516
235	0.07321557797
236	0.07299061475
237	0.07283589674
238	0.0728155606
239	0.07280495989
240	0.07279766801
241	0.07277429589
242	0.07277273644
243	0.07276452966
244	0.07273025603
245	0.07249368255
246	0.07234164663
247	0.07231709481
248	0.07230202884
249	0.07227173796
250	0.07224004337
251	0.07223917941
252	0.07209795848
253	0.07206954179
254	0.07182693404
255	0.07182465525
256	0.07182062081
257	0.07181847275
258	0.07180813834
259	0.07173299854
260	0.07172980406
261	0.07172769594
262	0.07172426396
263	0.07157120224
264	0.07155829289
265	0.07155784949
266	0.07154930858
267	0.07154647025
268	0.07133852958
269	0.07119551888
270	0.07108912075
271	0.07108746073
272	0.0710504095
273	0.0710185541
274	0.07095811578
275	0.07072642015
276	0.07057730342
277	0.07046921544
278	0.07044481117
279	0.07043524621
280	0.07042013371
281	0.07041771586
282	0.07031913047
283	0.07031611092
284	0.07019726219
285	0.07019627892
286	0.07019311194
287	0.07015415301
288	0.07011286486
289	0.07004389362
290	0.07002133308
291	0.07000851893
292	0.06985489183
293	0.06981084466
294	0.06980771959
295	0.06969318607
296	0.06958476541
297	0.06957714597
298	0.06955893051
299	0.06955719924
300	0.06951031159
301	0.06950720288
302	0.0695044324
303	0.06949600552
304	0.06946633826
305	0.06944735329
306	0.06937466231
307	0.06937441275
308	0.06930314452
309	0.0692860959
310	0.06928085741
311	0.06920972876
312	0.06920882788
313	0.06920272717
314	0.06913411883
315	0.06913012517
316	0.06882988774
317	0.06881733155
318	0.06880532772
319	0.06880276138
320	0.06869755097
321	0.06862643512
322	0.06862545972
323	0.06861383009
324	0.068536575
325	0.06846471308
326	0.06835300737
327	0.0683464931
328	0.06834358109
329	0.06834179597
330	0.06824081247
331	0.06822489405
332	0.06821086331
333	0.0681984274
334	0.06816725595
335	0.06815873181
336	0.06797313657
337	0.06792004117
338	0.06791541911
339	0.06791434785
340	0.06780213256
341	0.06780007502
342	0.06768254134
343	0.06767761621
344	0.06766212386
345	0.06751988885
346	0.06746920282
347	0.0674407714
348	0.06743694318
349	0.06739040628
350	0.06738576883
351	0.06728934226
352	0.06728857189
353	0.06724092302
354	0.0672406031
355	0.06714762114
356	0.06714337863
357	0.06713867261
358	0.0671373635
359	0.06713661256
360	0.06712505139
361	0.06706496303
362	0.06703656177
363	0.06700685283
364	0.06698869533
365	0.06692503442
366	0.06687679171
367	0.06680845856
368	0.06679787923
369	0.0667921534
370	0.0667894254
371	0.0667519118
372	0.06674011351
373	0.06673049026
374	0.0666802661
375	0.06667294175
376	0.06666780014
377	0.06664913952
378	0.06656549479
379	0.06655029235
380	0.06653991437
381	0.06650907873
382	0.06640043923
